domain_name,domain_url,status,category,watchlists,price
regiment.x,https://unstoppabledomains.com/d/regiment.x,For sale by owner,,4,$40
tide.x,https://unstoppabledomains.com/d/tide.x,For sale by owner,+1,4,$400
spam.x,https://unstoppabledomains.com/d/spam.x,For sale by owner,,4,"$5,000"
gods.x,https://unstoppabledomains.com/d/gods.x,For sale by owner,,4,$400
bard.x,https://unstoppabledomains.com/d/bard.x,For sale by owner,,4,"$5,000"
acme.x,https://unstoppabledomains.com/d/acme.x,For sale by owner,,4,$400
565.x,https://unstoppabledomains.com/d/565.x,For sale by owner,,4,"$2,000"
prophet.wallet,https://unstoppabledomains.com/d/prophet.wallet,For sale by owner,,4,"$100,000"
passive.crypto,https://unstoppabledomains.com/d/passive.crypto,For sale by owner,,4,"$2,600,000"
follower.crypto,https://unstoppabledomains.com/d/follower.crypto,For sale by owner,,4,$250
socialist.nft,https://unstoppabledomains.com/d/socialist.nft,For sale by owner,,4,"$1,000"
1000.unstoppable,https://unstoppabledomains.com/d/1000.unstoppable,For sale by owner,,4,$150
03030.x,https://unstoppabledomains.com/d/03030.x,For sale by owner,,4,$216
00997.nft,https://unstoppabledomains.com/d/00997.nft,For sale by owner,,4,$100
00993.nft,https://unstoppabledomains.com/d/00993.nft,For sale by owner,,4,$100
551.nft,https://unstoppabledomains.com/d/551.nft,For sale by owner,,4,$150
127.x,https://unstoppabledomains.com/d/127.x,For sale by owner,,4,"$3,333"
eros.x,https://unstoppabledomains.com/d/eros.x,For sale by owner,,4,"$2,900"
petrol.x,https://unstoppabledomains.com/d/petrol.x,For sale by owner,,4,"$2,000"
pension.x,https://unstoppabledomains.com/d/pension.x,For sale by owner,,4,"$1,693,000"
reservation.x,https://unstoppabledomains.com/d/reservation.x,For sale by owner,,4,"$4,999"
collaboration.x,https://unstoppabledomains.com/d/collaboration.x,For sale by owner,,4,"$250,000"
sightseeing.x,https://unstoppabledomains.com/d/sightseeing.x,For sale by owner,,4,"$25,000"
basel.x,https://unstoppabledomains.com/d/basel.x,For sale by owner,,4,"$10,000,000"
transport.x,https://unstoppabledomains.com/d/transport.x,For sale by owner,+1,4,"$981,000"
never.x,https://unstoppabledomains.com/d/never.x,For sale by owner,,4,"$4,999"
boom.x,https://unstoppabledomains.com/d/boom.x,For sale by owner,+1,4,"$10,000"
certification.nft,https://unstoppabledomains.com/d/certification.nft,For sale by owner,,4,"$1,000,000"
sushi.nft,https://unstoppabledomains.com/d/sushi.nft,For sale by owner,,4,"$3,999"
12345.wallet,https://unstoppabledomains.com/d/12345.wallet,For sale by owner,,4,"$1,999"
this.wallet,https://unstoppabledomains.com/d/this.wallet,For sale by owner,,4,"$2,500"
own.wallet,https://unstoppabledomains.com/d/own.wallet,For sale by owner,+1,4,"$9,999"
977.crypto,https://unstoppabledomains.com/d/977.crypto,For sale by owner,,4,$888
contributor.crypto,https://unstoppabledomains.com/d/contributor.crypto,For sale by owner,,4,$600
244.crypto,https://unstoppabledomains.com/d/244.crypto,For sale by owner,,4,$888
2255.crypto,https://unstoppabledomains.com/d/2255.crypto,For sale by owner,,4,$888
path.x,https://unstoppabledomains.com/d/path.x,For sale by owner,+1,3,"$8,000"
2201.x,https://unstoppabledomains.com/d/2201.x,For sale by owner,,3,$99
1812.x,https://unstoppabledomains.com/d/1812.x,For sale by owner,,3,$99
1255.x,https://unstoppabledomains.com/d/1255.x,For sale by owner,,3,$99
1137.x,https://unstoppabledomains.com/d/1137.x,For sale by owner,,3,$99
1014.x,https://unstoppabledomains.com/d/1014.x,For sale by owner,,3,$99
ton.wallet,https://unstoppabledomains.com/d/ton.wallet,For sale by owner,,3,"$10,000"
postbox.x,https://unstoppabledomains.com/d/postbox.x,For sale by owner,,3,$69
faithful.x,https://unstoppabledomains.com/d/faithful.x,For sale by owner,,3,$199
marksman.x,https://unstoppabledomains.com/d/marksman.x,For sale by owner,,3,$199
secondary.x,https://unstoppabledomains.com/d/secondary.x,For sale by owner,,3,$99
10201.x,https://unstoppabledomains.com/d/10201.x,For sale by owner,,3,$30
khan.wallet,https://unstoppabledomains.com/d/khan.wallet,For sale by owner,,3,"$25,000"
50005.x,https://unstoppabledomains.com/d/50005.x,For sale by owner,,3,$6
lima.nft,https://unstoppabledomains.com/d/lima.nft,For sale by owner,,3,"$50,000"
lima.x,https://unstoppabledomains.com/d/lima.x,For sale by owner,,3,"$50,000"
tugboat.crypto,https://unstoppabledomains.com/d/tugboat.crypto,For sale by owner,,3,"$19,999"
pagoda.crypto,https://unstoppabledomains.com/d/pagoda.crypto,For sale by owner,,3,"$20,000"
234.nft,https://unstoppabledomains.com/d/234.nft,For sale by owner,,3,$499
321.nft,https://unstoppabledomains.com/d/321.nft,For sale by owner,,3,$999
sol.nft,https://unstoppabledomains.com/d/sol.nft,For sale by owner,,3,"$500,000"
classify.crypto,https://unstoppabledomains.com/d/classify.crypto,For sale by owner,,3,"$9,999"
buried.x,https://unstoppabledomains.com/d/buried.x,For sale by owner,,3,$99
2244.x,https://unstoppabledomains.com/d/2244.x,For sale by owner,,3,$79
11114.x,https://unstoppabledomains.com/d/11114.x,For sale by owner,,3,$25
109.x,https://unstoppabledomains.com/d/109.x,For sale by owner,,3,"$10,000,000"
250.nft,https://unstoppabledomains.com/d/250.nft,For sale by owner,,3,$150
114.nft,https://unstoppabledomains.com/d/114.nft,For sale by owner,,3,$79
466.crypto,https://unstoppabledomains.com/d/466.crypto,For sale by owner,,3,$799
556.crypto,https://unstoppabledomains.com/d/556.crypto,For sale by owner,,3,$799
identification.x,https://unstoppabledomains.com/d/identification.x,For sale by owner,,3,"$9,999"
emir.x,https://unstoppabledomains.com/d/emir.x,For sale by owner,,3,"$3,000,000"
sunni.x,https://unstoppabledomains.com/d/sunni.x,For sale by owner,,3,"$3,000,000"
information.wallet,https://unstoppabledomains.com/d/information.wallet,For sale by owner,,3,"$14,900"
bound.crypto,https://unstoppabledomains.com/d/bound.crypto,For sale by owner,+1,3,"$4,900"
creed.wallet,https://unstoppabledomains.com/d/creed.wallet,For sale by owner,,3,"$4,000,000"
creed.nft,https://unstoppabledomains.com/d/creed.nft,For sale by owner,,3,"$4,000,000"
cannibal.wallet,https://unstoppabledomains.com/d/cannibal.wallet,For sale by owner,,3,$29
quicksand.wallet,https://unstoppabledomains.com/d/quicksand.wallet,For sale by owner,,3,$30
enjoy.x,https://unstoppabledomains.com/d/enjoy.x,For sale by owner,+1,3,"$5,000"
80085.nft,https://unstoppabledomains.com/d/80085.nft,For sale by owner,,3,$10
subsidiary.x,https://unstoppabledomains.com/d/subsidiary.x,For sale by owner,,3,$40
battalion.x,https://unstoppabledomains.com/d/battalion.x,For sale by owner,,3,$40
toll.x,https://unstoppabledomains.com/d/toll.x,For sale by owner,+1,3,$400
prey.x,https://unstoppabledomains.com/d/prey.x,For sale by owner,+1,3,$400
pig.x,https://unstoppabledomains.com/d/pig.x,For sale by owner,+1,3,"$1,000"
lore.x,https://unstoppabledomains.com/d/lore.x,For sale by owner,,3,$400
hunk.x,https://unstoppabledomains.com/d/hunk.x,For sale by owner,,3,$400
fist.x,https://unstoppabledomains.com/d/fist.x,For sale by owner,,3,$400
emitter.x,https://unstoppabledomains.com/d/emitter.x,For sale by owner,,3,$20
careful.x,https://unstoppabledomains.com/d/careful.x,For sale by owner,,3,$20
stiletto.wallet,https://unstoppabledomains.com/d/stiletto.wallet,For sale by owner,,3,$10
757.x,https://unstoppabledomains.com/d/757.x,For sale by owner,,3,"$2,000"
929.x,https://unstoppabledomains.com/d/929.x,For sale by owner,,3,"$2,000"
797.x,https://unstoppabledomains.com/d/797.x,For sale by owner,,3,"$2,000"
890.x,https://unstoppabledomains.com/d/890.x,For sale by owner,,3,"$1,000"
325.x,https://unstoppabledomains.com/d/325.x,For sale by owner,,3,"$1,000"
berry.x,https://unstoppabledomains.com/d/berry.x,For sale by owner,+1,3,"$1,499"
osman.x,https://unstoppabledomains.com/d/osman.x,For sale by owner,,3,"$2,499"
hazelnut.crypto,https://unstoppabledomains.com/d/hazelnut.crypto,For sale by owner,,3,$50
worshiper.x,https://unstoppabledomains.com/d/worshiper.x,For sale by owner,,3,$99
node.nft,https://unstoppabledomains.com/d/node.nft,For sale by owner,,3,"$25,000"
communist.nft,https://unstoppabledomains.com/d/communist.nft,For sale by owner,,3,"$2,000"
attorney.x,https://unstoppabledomains.com/d/attorney.x,For sale by owner,,3,"$20,000,000"
shoot.x,https://unstoppabledomains.com/d/shoot.x,For sale by owner,+2,3,"$1,500"
mantle.nft,https://unstoppabledomains.com/d/mantle.nft,For sale by owner,,3,"$4,999"
persimmon.wallet,https://unstoppabledomains.com/d/persimmon.wallet,For sale by owner,,3,"$1,693"
1999.unstoppable,https://unstoppabledomains.com/d/1999.unstoppable,For sale by owner,,3,$99
4756.x,https://unstoppabledomains.com/d/4756.x,For sale by owner,,3,$888
0033.wallet,https://unstoppabledomains.com/d/0033.wallet,For sale by owner,,3,"$100,000"
0011.x,https://unstoppabledomains.com/d/0011.x,For sale by owner,,3,"$1,111"
287.nft,https://unstoppabledomains.com/d/287.nft,For sale by owner,,3,$300
980.nft,https://unstoppabledomains.com/d/980.nft,For sale by owner,,3,$99
478.x,https://unstoppabledomains.com/d/478.x,For sale by owner,,3,$650
303.wallet,https://unstoppabledomains.com/d/303.wallet,For sale by owner,,3,"$4,000"
3000.x,https://unstoppabledomains.com/d/3000.x,For sale by owner,,3,"$1,500"
554.nft,https://unstoppabledomains.com/d/554.nft,For sale by owner,,3,$79
108.wallet,https://unstoppabledomains.com/d/108.wallet,For sale by owner,,3,$450
wen.nft,https://unstoppabledomains.com/d/wen.nft,For sale by owner,,3,"$8,000"
prophet.nft,https://unstoppabledomains.com/d/prophet.nft,For sale by owner,,3,"$150,000"
extra.nft,https://unstoppabledomains.com/d/extra.nft,For sale by owner,,3,"$90,000"
basel.wallet,https://unstoppabledomains.com/d/basel.wallet,For sale by owner,,3,"$10,000,000"
lounge.x,https://unstoppabledomains.com/d/lounge.x,For sale by owner,,3,"$1,173,000"
cowboy.nft,https://unstoppabledomains.com/d/cowboy.nft,For sale by owner,,3,"$1,000"
gender.nft,https://unstoppabledomains.com/d/gender.nft,For sale by owner,,3,"$150,000"
entrance.nft,https://unstoppabledomains.com/d/entrance.nft,For sale by owner,+1,3,$900
transportation.x,https://unstoppabledomains.com/d/transportation.x,For sale by owner,,3,"$588,000"
spock.x,https://unstoppabledomains.com/d/spock.x,For sale by owner,,3,"$2,000"
2023.x,https://unstoppabledomains.com/d/2023.x,For sale by owner,,3,"$7,500"
loft.x,https://unstoppabledomains.com/d/loft.x,For sale by owner,+1,3,"$1,182,000"
programmer.x,https://unstoppabledomains.com/d/programmer.x,For sale by owner,,3,"$1,200"
skyrocket.wallet,https://unstoppabledomains.com/d/skyrocket.wallet,For sale by owner,,3,"$250,000"
controller.x,https://unstoppabledomains.com/d/controller.x,For sale by owner,,3,"$1,000,000"
hostel.x,https://unstoppabledomains.com/d/hostel.x,For sale by owner,,3,"$2,100,000"
281.nft,https://unstoppabledomains.com/d/281.nft,For sale by owner,,3,$300
illustration.nft,https://unstoppabledomains.com/d/illustration.nft,For sale by owner,,3,"$115,000"
licks.x,https://unstoppabledomains.com/d/licks.x,For sale by owner,,3,$699
pianist.x,https://unstoppabledomains.com/d/pianist.x,For sale by owner,,3,"$19,999"
chen.x,https://unstoppabledomains.com/d/chen.x,For sale by owner,,3,"$150,000"
otto.x,https://unstoppabledomains.com/d/otto.x,For sale by owner,,3,"$2,500"
reset.x,https://unstoppabledomains.com/d/reset.x,For sale by owner,+1,3,"$2,000,000"
avocado.wallet,https://unstoppabledomains.com/d/avocado.wallet,For sale by owner,,3,"$3,000"
pub.x,https://unstoppabledomains.com/d/pub.x,For sale by owner,,3,"$5,000"
invite.x,https://unstoppabledomains.com/d/invite.x,For sale by owner,+1,3,"$20,000"
battery.nft,https://unstoppabledomains.com/d/battery.nft,For sale by owner,,3,"$5,000"
trend.x,https://unstoppabledomains.com/d/trend.x,For sale by owner,+1,3,"$1,000,000"
this.nft,https://unstoppabledomains.com/d/this.nft,For sale by owner,,3,"$2,500"
this.x,https://unstoppabledomains.com/d/this.x,For sale by owner,,3,"$2,500"
bite.x,https://unstoppabledomains.com/d/bite.x,For sale by owner,+2,3,"$5,000"
12345.x,https://unstoppabledomains.com/d/12345.x,For sale by owner,,3,"$2,999"
972.crypto,https://unstoppabledomains.com/d/972.crypto,For sale by owner,,3,"$2,000"
margo.crypto,https://unstoppabledomains.com/d/margo.crypto,For sale by owner,,3,"$675,000"
grok.crypto,https://unstoppabledomains.com/d/grok.crypto,For sale by owner,,3,"$9,000"
centralize.crypto,https://unstoppabledomains.com/d/centralize.crypto,For sale by owner,,3,"$1,999"
449.crypto,https://unstoppabledomains.com/d/449.crypto,For sale by owner,,3,$400
citizenship.crypto,https://unstoppabledomains.com/d/citizenship.crypto,For sale by owner,,3,"$2,500"
owe.crypto,https://unstoppabledomains.com/d/owe.crypto,For sale by owner,+1,3,"$65,000"
1908.x,https://unstoppabledomains.com/d/1908.x,For sale by owner,,2,$99
9661.x,https://unstoppabledomains.com/d/9661.x,For sale by owner,,2,$99
9556.x,https://unstoppabledomains.com/d/9556.x,For sale by owner,,2,$99
9212.x,https://unstoppabledomains.com/d/9212.x,For sale by owner,,2,$99
9098.x,https://unstoppabledomains.com/d/9098.x,For sale by owner,,2,$99
8776.x,https://unstoppabledomains.com/d/8776.x,For sale by owner,,2,$99
8775.x,https://unstoppabledomains.com/d/8775.x,For sale by owner,,2,$99
6898.x,https://unstoppabledomains.com/d/6898.x,For sale by owner,,2,$99
2336.x,https://unstoppabledomains.com/d/2336.x,For sale by owner,,2,$99
1883.x,https://unstoppabledomains.com/d/1883.x,For sale by owner,,2,$99
1927.x,https://unstoppabledomains.com/d/1927.x,For sale by owner,,2,$99
1559.x,https://unstoppabledomains.com/d/1559.x,For sale by owner,,2,$99
1466.x,https://unstoppabledomains.com/d/1466.x,For sale by owner,,2,$99
1446.x,https://unstoppabledomains.com/d/1446.x,For sale by owner,,2,$99
1169.x,https://unstoppabledomains.com/d/1169.x,For sale by owner,,2,$99
fahrenheit.x,https://unstoppabledomains.com/d/fahrenheit.x,For sale by owner,,2,$399
ginseng.x,https://unstoppabledomains.com/d/ginseng.x,For sale by owner,,2,$99
folklore.x,https://unstoppabledomains.com/d/folklore.x,For sale by owner,,2,$99
piracy.x,https://unstoppabledomains.com/d/piracy.x,For sale by owner,,2,$399
observatory.x,https://unstoppabledomains.com/d/observatory.x,For sale by owner,,2,$99
spaghetti.x,https://unstoppabledomains.com/d/spaghetti.x,For sale by owner,,2,$199
14341.x,https://unstoppabledomains.com/d/14341.x,For sale by owner,,2,$30
0018.unstoppable,https://unstoppabledomains.com/d/0018.unstoppable,For sale by owner,,2,$900
191.x,https://unstoppabledomains.com/d/191.x,For sale by owner,,2,"$20,000"
dior.wallet,https://unstoppabledomains.com/d/dior.wallet,For sale by owner,,2,$999
infrastructure.x,https://unstoppabledomains.com/d/infrastructure.x,For sale by owner,,2,"$65,000"
workforce.unstoppable,https://unstoppabledomains.com/d/workforce.unstoppable,For sale by owner,,2,"$1,000,000"
4044.crypto,https://unstoppabledomains.com/d/4044.crypto,For sale by owner,,2,$999
session.wallet,https://unstoppabledomains.com/d/session.wallet,For sale by owner,,2,$999
prepay.wallet,https://unstoppabledomains.com/d/prepay.wallet,For sale by owner,,2,"$5,000"
prepay.nft,https://unstoppabledomains.com/d/prepay.nft,For sale by owner,,2,$150
543.nft,https://unstoppabledomains.com/d/543.nft,For sale by owner,,2,$399
0202.x,https://unstoppabledomains.com/d/0202.x,For sale by owner,,2,$300
44444.nft,https://unstoppabledomains.com/d/44444.nft,For sale by owner,,2,$499
9000.nft,https://unstoppabledomains.com/d/9000.nft,For sale by owner,,2,$499
919.nft,https://unstoppabledomains.com/d/919.nft,For sale by owner,,2,$499
800.nft,https://unstoppabledomains.com/d/800.nft,For sale by owner,,2,$999
0015.nft,https://unstoppabledomains.com/d/0015.nft,For sale by owner,,2,$169
risen.x,https://unstoppabledomains.com/d/risen.x,For sale by owner,,2,"$3,999"
buy.unstoppable,https://unstoppabledomains.com/d/buy.unstoppable,For sale by owner,+2,2,$999
sea.unstoppable,https://unstoppabledomains.com/d/sea.unstoppable,For sale by owner,,2,"$2,000,000"
percentage.x,https://unstoppabledomains.com/d/percentage.x,For sale by owner,,2,$90
32123.crypto,https://unstoppabledomains.com/d/32123.crypto,For sale by owner,,2,"$64,000"
8686.wallet,https://unstoppabledomains.com/d/8686.wallet,For sale by owner,,2,$12
6565.wallet,https://unstoppabledomains.com/d/6565.wallet,For sale by owner,,2,$12
1966.nft,https://unstoppabledomains.com/d/1966.nft,For sale by owner,,2,$500
499.nft,https://unstoppabledomains.com/d/499.nft,For sale by owner,,2,$150
995.crypto,https://unstoppabledomains.com/d/995.crypto,For sale by owner,,2,$799
kebab.x,https://unstoppabledomains.com/d/kebab.x,For sale by owner,,2,"$1,000,000"
identify.x,https://unstoppabledomains.com/d/identify.x,For sale by owner,,2,"$29,999"
inherit.nft,https://unstoppabledomains.com/d/inherit.nft,For sale by owner,,2,"$15,000"
lite.nft,https://unstoppabledomains.com/d/lite.nft,For sale by owner,,2,"$24,900"
buzz.nft,https://unstoppabledomains.com/d/buzz.nft,For sale by owner,+1,2,"$24,900"
arm.nft,https://unstoppabledomains.com/d/arm.nft,For sale by owner,+2,2,"$10,000,000"
